,PV output,PeriodStart,hours
6569,702.4305555999999,2019/07/28,17
6574,0.0,2019/07/28,22
6563,1482.713889,2019/07/28,11
6561,1362.511111,2019/07/28,09
6552,0.0,2019/07/28,00
6553,0.0,2019/07/28,01
6554,0.0,2019/07/28,02
6555,0.0,2019/07/28,03
6562,1606.191667,2019/07/28,10
6557,0.0,2019/07/28,05
6558,0.0,2019/07/28,06
6559,0.0,2019/07/28,07
6560,594.1699164,2019/07/28,08
6556,0.0,2019/07/28,04
6590,6252.961003,2019/07/29,14
6599,0.0,2019/07/29,23
6598,0.0,2019/07/29,22
6597,0.0,2019/07/29,21
6596,238.7660167,2019/07/29,20
6595,787.7,2019/07/29,19
6594,1920.5583329999997,2019/07/29,18
6593,2919.408333,2019/07/29,17
6592,5037.6,2019/07/29,16
6591,3882.994429,2019/07/29,15
6589,2528.438889,2019/07/29,13
6588,5253.975,2019/07/29,12
6576,0.0,2019/07/29,00
6587,7013.78273,2019/07/29,11
6577,0.0,2019/07/29,01
6578,0.0,2019/07/29,02
6580,0.0,2019/07/29,04
6581,0.0,2019/07/29,05
6579,0.0,2019/07/29,03
6583,1234.2805560000002,2019/07/29,07
6584,2150.586111,2019/07/29,08
6585,4990.538889,2019/07/29,09
6586,6027.780556000001,2019/07/29,10
6582,0.0,2019/07/29,06
6617,3223.883008,2019/07/30,17
6614,8288.470752,2019/07/30,14
6615,6722.394444,2019/07/30,15
6616,6477.158332999999,2019/07/30,16
6618,1756.373259,2019/07/30,18
6613,8365.558332999999,2019/07/30,13
6620,0.0,2019/07/30,20
6621,0.0,2019/07/30,21
6622,0.0,2019/07/30,22
6623,0.0,2019/07/30,23
6619,512.9361111000001,2019/07/30,19
6612,8127.241667,2019/07/30,12
6600,0.0,2019/07/30,00
6610,6505.566667,2019/07/30,10
6609,4948.947075,2019/07/30,09
6608,3113.736111,2019/07/30,08
6607,1121.113889,2019/07/30,07
6606,0.0,2019/07/30,06
6605,0.0,2019/07/30,05
6604,0.0,2019/07/30,04
6603,0.0,2019/07/30,03
6602,0.0,2019/07/30,02
6601,0.0,2019/07/30,01
6611,7555.786111,2019/07/30,11
6638,3801.905556,2019/07/31,14
6639,4199.080779999999,2019/07/31,15
6640,3896.522222,2019/07/31,16
6641,5365.625,2019/07/31,17
6642,4352.880223,2019/07/31,18
6647,0.0,2019/07/31,23
6644,410.8861111,2019/07/31,20
6645,0.0,2019/07/31,21
6646,0.0,2019/07/31,22
6637,7515.674095,2019/07/31,13
6643,2580.102778,2019/07/31,19
6636,4928.444444,2019/07/31,12
6635,6932.086111,2019/07/31,11
6634,5792.705556,2019/07/31,10
6625,0.0,2019/07/31,01
6626,0.0,2019/07/31,02
6627,0.0,2019/07/31,03
6628,0.0,2019/07/31,04
6624,0.0,2019/07/31,00
6630,0.0,2019/07/31,06
6631,14.08888889,2019/07/31,07
6632,1237.5766019999999,2019/07/31,08
6633,2653.558333,2019/07/31,09
6629,0.0,2019/07/31,05
6661,8579.819444,2019/08/01,13
6670,0.0,2019/08/01,22
6669,0.0,2019/08/01,21
6668,0.0,2019/08/01,20
6667,1039.583333,2019/08/01,19
6666,2070.679666,2019/08/01,18
6665,3791.341667,2019/08/01,17
6664,6953.680556,2019/08/01,16
6663,6836.583333,2019/08/01,15
6662,8308.568245,2019/08/01,14
6660,8341.411111,2019/08/01,12
6671,0.0,2019/08/01,23
6658,6300.370474,2019/08/01,10
6648,0.0,2019/08/01,00
6649,0.0,2019/08/01,01
6650,0.0,2019/08/01,02
6651,0.0,2019/08/01,03
6652,0.0,2019/08/01,04
6659,7546.575,2019/08/01,11
6654,0.0,2019/08/01,06
6655,1788.278607,2019/08/01,07
6656,3018.0166670000003,2019/08/01,08
6657,4965.847222,2019/08/01,09
6653,0.0,2019/08/01,05
6685,4857.15,2019/08/02,13
6686,7741.337047,2019/08/02,14
6687,5150.541667,2019/08/02,15
6688,6376.263889,2019/08/02,16
6689,3773.0947079999996,2019/08/02,17
6691,1093.102778,2019/08/02,19
6692,22.56944444,2019/08/02,20
6693,0.0,2019/08/02,21
6694,0.0,2019/08/02,22
6684,6852.902778,2019/08/02,12
6690,3138.683333,2019/08/02,18
6695,0.0,2019/08/02,23
6683,5053.266667,2019/08/02,11
6681,670.65,2019/08/02,09
6680,530.5933148,2019/08/02,08
6679,490.4833333000001,2019/08/02,07
6678,24.15895954,2019/08/02,06
6677,0.0,2019/08/02,05
6676,0.0,2019/08/02,04
6675,0.0,2019/08/02,03
6674,0.0,2019/08/02,02
6673,0.0,2019/08/02,01
6672,0.0,2019/08/02,00
6682,2124.113889,2019/08/02,10
6711,5637.10585,2019/08/03,15
6712,5366.066667,2019/08/03,16
6713,4894.694444,2019/08/03,17
6714,3439.896936,2019/08/03,18
6710,6350.813889,2019/08/03,14
6716,205.84444440000001,2019/08/03,20
6717,0.0,2019/08/03,21
6718,0.0,2019/08/03,22
6719,0.0,2019/08/03,23
6715,1559.786111,2019/08/03,19
6709,7758.220056,2019/08/03,13
6708,7523.316667,2019/08/03,12
6696,0.0,2019/08/03,00
6706,6368.202778,2019/08/03,10
6705,4768.830556,2019/08/03,09
6704,3019.626741,2019/08/03,08
6703,1406.75,2019/08/03,07
6702,26.01440922,2019/08/03,06
6701,0.0,2019/08/03,05
6700,0.0,2019/08/03,04
6699,0.0,2019/08/03,03
6698,0.0,2019/08/03,02
6697,0.0,2019/08/03,01
6707,6932.83844,2019/08/03,11
6734,8198.777159000001,2019/08/04,14
6735,7605.722222,2019/08/04,15
6736,6715.672222,2019/08/04,16
6737,5105.877778,2019/08/04,17
6743,0.0,2019/08/04,23
6739,1485.158333,2019/08/04,19
6741,0.0,2019/08/04,21
6742,0.0,2019/08/04,22
6733,8338.919444,2019/08/04,13
6738,3583.7353759999996,2019/08/04,18
6732,8138.520890999999,2019/08/04,12
6740,199.37777780000002,2019/08/04,20
6730,6364.877778,2019/08/04,10
6731,7427.963889,2019/08/04,11
6721,0.0,2019/08/04,01
6722,0.0,2019/08/04,02
6723,0.0,2019/08/04,03
6724,0.0,2019/08/04,04
6720,0.0,2019/08/04,00
6726,0.0,2019/08/04,06
6727,1123.222222,2019/08/04,07
6728,2720.802778,2019/08/04,08
6729,4787.422222,2019/08/04,09
6725,0.0,2019/08/04,05
6758,6772.375,2019/08/05,14
6759,7682.536111,2019/08/05,15
6760,6604.451253,2019/08/05,16
6761,5535.316667,2019/08/05,17
6763,1228.857939,2019/08/05,19
6764,0.0,2019/08/05,20
6765,0.0,2019/08/05,21
6766,0.0,2019/08/05,22
6757,8525.097222,2019/08/05,13
6767,0.0,2019/08/05,23
6762,3101.658333,2019/08/05,18
6756,7933.456825,2019/08/05,12
6752,1787.0694440000002,2019/08/05,08
6754,5800.622222,2019/08/05,10
6753,3780.972222,2019/08/05,09
6751,401.6406685,2019/08/05,07
6750,0.0,2019/08/05,06
6749,0.0,2019/08/05,05
6748,-75.0,2019/08/05,04
6747,0.0,2019/08/05,03
6746,0.0,2019/08/05,02
6745,0.0,2019/08/05,01
6744,0.0,2019/08/05,00
6755,6282.694444,2019/08/05,11
6785,3509.597222,2019/08/06,17
6782,2569.044444,2019/08/06,14
6783,1389.314607,2019/08/06,15
6784,5089.29661,2019/08/06,16
6786,1228.805014,2019/08/06,18
6781,5148.183844,2019/08/06,13
6788,1.133333333,2019/08/06,20
6789,0.0,2019/08/06,21
6790,0.0,2019/08/06,22
6791,0.0,2019/08/06,23
6787,4.4972222219999995,2019/08/06,19
6780,4028.686111,2019/08/06,12
6768,0.0,2019/08/06,00
6778,2379.880556,2019/08/06,10
6769,0.0,2019/08/06,01
6770,0.0,2019/08/06,02
6771,0.0,2019/08/06,03
6772,0.0,2019/08/06,04
6779,1063.416667,2019/08/06,11
6774,0.0,2019/08/06,06
6775,46.3454039,2019/08/06,07
6776,557.0388889,2019/08/06,08
6777,565.5555555999999,2019/08/06,09
6773,0.0,2019/08/06,05
6806,4029.8055560000003,2019/08/07,14
6815,0.0,2019/08/07,23
6814,0.0,2019/08/07,22
6813,0.0,2019/08/07,21
6812,0.0,2019/08/07,20
6811,346.7722222,2019/08/07,19
6810,1191.7055560000001,2019/08/07,18
6809,1096.768802,2019/08/07,17
6808,2723.05,2019/08/07,16
6807,4276.836111,2019/08/07,15
6805,4364.214485,2019/08/07,13
6804,2186.05,2019/08/07,12
6792,0.0,2019/08/07,00
6803,2131.205556,2019/08/07,11
6793,0.0,2019/08/07,01
6794,0.0,2019/08/07,02
6796,0.0,2019/08/07,04
6797,0.0,2019/08/07,05
6795,0.0,2019/08/07,03
6799,177.7888889,2019/08/07,07
6800,0.0,2019/08/07,08
6801,444.53888889999996,2019/08/07,09
6802,977.5361111,2019/08/07,10
6798,0.0,2019/08/07,06
6833,5159.147222,2019/08/08,17
6830,8038.9,2019/08/08,14
6831,7596.236769,2019/08/08,15
6832,6666.027778,2019/08/08,16
6834,3180.191667,2019/08/08,18
6829,8383.356545999999,2019/08/08,13
6836,105.0,2019/08/08,20
6837,0.0,2019/08/08,21
6838,0.0,2019/08/08,22
6839,0.0,2019/08/08,23
6835,1682.306407,2019/08/08,19
6828,7976.875,2019/08/08,12
6816,0.0,2019/08/08,00
6826,6154.691667,2019/08/08,10
6825,3517.3944439999996,2019/08/08,09
6824,1450.7994429999999,2019/08/08,08
6823,412.7527778,2019/08/08,07
6822,0.0,2019/08/08,06
6821,0.0,2019/08/08,05
6820,0.0,2019/08/08,04
6819,0.0,2019/08/08,03
6818,0.0,2019/08/08,02
6817,0.0,2019/08/08,01
6827,7441.011111,2019/08/08,11
6854,7867.377778,2019/08/09,14
6855,7371.685237000001,2019/08/09,15
6856,5550.666667,2019/08/09,16
6857,1775.0083329999998,2019/08/09,17
6858,1360.819444,2019/08/09,18
6863,0.0,2019/08/09,23
6860,8.3,2019/08/09,20
6861,0.0,2019/08/09,21
6862,0.0,2019/08/09,22
6853,7995.336111,2019/08/09,13
6859,655.2869081,2019/08/09,19
6852,7747.752089,2019/08/09,12
6840,0.0,2019/08/09,00
6850,5822.9,2019/08/09,10
6841,0.0,2019/08/09,01
6842,0.0,2019/08/09,02
6843,0.0,2019/08/09,03
6844,0.0,2019/08/09,04
6851,7066.688889,2019/08/09,11
6846,0.0,2019/08/09,06
6847,1256.066667,2019/08/09,07
6848,1966.922222,2019/08/09,08
6849,4584.175,2019/08/09,09
6845,0.0,2019/08/09,05
6877,6598.216667000001,2019/08/10,13
6886,0.0,2019/08/10,22
6885,0.0,2019/08/10,21
6884,41.93871866,2019/08/10,20
6883,722.1277778,2019/08/10,19
6882,2901.130556,2019/08/10,18
6881,2955.519444,2019/08/10,17
6880,5455.002786,2019/08/10,16
6879,5206.683333,2019/08/10,15
6878,4939.1977719999995,2019/08/10,14
6887,0.0,2019/08/10,23
6876,4927.986111,2019/08/10,12
6874,1360.466667,2019/08/10,10
6875,3010.994444,2019/08/10,11
6864,0.0,2019/08/10,00
6865,0.0,2019/08/10,01
6867,0.0,2019/08/10,03
6868,0.0,2019/08/10,04
6866,0.0,2019/08/10,02
6870,0.0,2019/08/10,06
6871,0.0,2019/08/10,07
6872,15.88579387,2019/08/10,08
6873,482.9,2019/08/10,09
6869,0.0,2019/08/10,05
6905,779.3305556,2019/08/11,17
6902,8245.061110999999,2019/08/11,14
6903,6004.072423,2019/08/11,15
6904,4637.9,2019/08/11,16
6906,318.7611111,2019/08/11,18
6901,8557.325,2019/08/11,13
6908,0.0,2019/08/11,20
6909,0.0,2019/08/11,21
6910,0.0,2019/08/11,22
6911,0.0,2019/08/11,23
6907,499.0305556,2019/08/11,19
6900,8273.526462,2019/08/11,12
6899,7418.841667000001,2019/08/11,11
6898,6253.886111,2019/08/11,10
6889,0.0,2019/08/11,01
6890,0.0,2019/08/11,02
6891,0.0,2019/08/11,03
6892,0.0,2019/08/11,04
6888,0.0,2019/08/11,00
6894,0.0,2019/08/11,06
6895,902.825,2019/08/11,07
6896,2668.816667,2019/08/11,08
6897,4619.281336999999,2019/08/11,09
6893,0.0,2019/08/11,05
6925,7422.444444,2019/08/12,13
6934,0.0,2019/08/12,22
6933,0.0,2019/08/12,21
6932,67.08333333,2019/08/12,20
6931,1945.51532,2019/08/12,19
6930,2129.775,2019/08/12,18
6929,1921.6472219999998,2019/08/12,17
6928,2501.722222,2019/08/12,16
6927,5931.495822,2019/08/12,15
6926,6477.733333,2019/08/12,14
6924,6752.419444,2019/08/12,12
6935,0.0,2019/08/12,23
6922,1503.366667,2019/08/12,10
6912,0.0,2019/08/12,00
6913,0.0,2019/08/12,01
6914,0.0,2019/08/12,02
6915,0.0,2019/08/12,03
6916,0.0,2019/08/12,04
6923,2465.725,2019/08/12,11
6918,0.0,2019/08/12,06
6919,460.5944444,2019/08/12,07
6920,1172.158333,2019/08/12,08
6921,702.637883,2019/08/12,09
6917,0.0,2019/08/12,05
6949,4926.319444,2019/08/13,13
6950,6126.5,2019/08/13,14
6951,7914.370473999999,2019/08/13,15
6952,5181.897222,2019/08/13,16
6953,4836.166667,2019/08/13,17
6955,1761.9944440000002,2019/08/13,19
6956,0.0,2019/08/13,20
6957,0.0,2019/08/13,21
6958,0.0,2019/08/13,22
6948,5233.504178,2019/08/13,12
6954,2255.688022,2019/08/13,18
6959,0.0,2019/08/13,23
6947,5238.780556000001,2019/08/13,11
6945,3011.313889,2019/08/13,09
6944,1981.072423,2019/08/13,08
6943,533.625,2019/08/13,07
6942,0.0,2019/08/13,06
6941,0.0,2019/08/13,05
6940,0.0,2019/08/13,04
6939,0.0,2019/08/13,03
6938,0.0,2019/08/13,02
6937,0.0,2019/08/13,01
6936,0.0,2019/08/13,00
6946,5334.622222,2019/08/13,10
6975,7667.919444,2019/08/14,15
6976,6575.722222,2019/08/14,16
6977,5200.113889,2019/08/14,17
6978,3327.662953,2019/08/14,18
6974,8194.384401000001,2019/08/14,14
6980,4.930555556,2019/08/14,20
6981,0.0,2019/08/14,21
6982,0.0,2019/08/14,22
6983,0.0,2019/08/14,23
6979,1396.558333,2019/08/14,19
6973,8431.430556,2019/08/14,13
6972,8195.038889,2019/08/14,12
6960,0.0,2019/08/14,00
6970,6202.7,2019/08/14,10
6969,4563.119777,2019/08/14,09
6968,2704.4833329999997,2019/08/14,08
6967,825.2388889,2019/08/14,07
6966,0.0,2019/08/14,06
6965,0.0,2019/08/14,05
6964,0.0,2019/08/14,04
6963,0.0,2019/08/14,03
6962,0.0,2019/08/14,02
6961,0.0,2019/08/14,01
6971,7439.127778,2019/08/14,11
6998,4755.366667,2019/08/15,14
6999,7752.997222,2019/08/15,15
7000,6808.697222,2019/08/15,16
7001,4993.033426,2019/08/15,17
7007,0.0,2019/08/15,23
7003,1029.35,2019/08/15,19
7005,0.0,2019/08/15,21
7006,0.0,2019/08/15,22
6997,3691.504178,2019/08/15,13
7002,2672.3583329999997,2019/08/15,18
6996,3434.886111,2019/08/15,12
7004,32.25905292,2019/08/15,20
6994,2991.693593,2019/08/15,10
6995,7033.802778,2019/08/15,11
6985,0.0,2019/08/15,01
6986,0.0,2019/08/15,02
6987,0.0,2019/08/15,03
6988,0.0,2019/08/15,04
6984,0.0,2019/08/15,00
6990,0.0,2019/08/15,06
6991,234.39444440000003,2019/08/15,07
6992,1713.7083329999998,2019/08/15,08
6993,2734.113889,2019/08/15,09
6989,0.0,2019/08/15,05
7022,7525.658332999999,2019/08/16,14
7023,7575.166667,2019/08/16,15
7024,6289.427778,2019/08/16,16
7025,4341.063889,2019/08/16,17
7027,1201.766667,2019/08/16,19
7028,0.0,2019/08/16,20
7029,0.0,2019/08/16,21
7030,0.0,2019/08/16,22
7021,7965.479109000001,2019/08/16,13
7031,0.0,2019/08/16,23
7026,3323.9136489999996,2019/08/16,18
7020,7544.722222,2019/08/16,12
7016,2536.127778,2019/08/16,08
7018,6145.869081,2019/08/16,10
7017,4359.063889,2019/08/16,09
7015,746.3277778,2019/08/16,07
7014,0.0,2019/08/16,06
7013,0.0,2019/08/16,05
7012,0.0,2019/08/16,04
7011,0.0,2019/08/16,03
7010,0.0,2019/08/16,02
7009,0.0,2019/08/16,01
7008,0.0,2019/08/16,00
7019,6515.713889,2019/08/16,11
7049,2711.038889,2019/08/17,17
7046,3296.958333,2019/08/17,14
7047,3377.286908,2019/08/17,15
7048,2836.063889,2019/08/17,16
7050,1715.348189,2019/08/17,18
7045,4631.744444,2019/08/17,13
7052,0.0,2019/08/17,20
7053,0.0,2019/08/17,21
7054,0.0,2019/08/17,22
7055,0.0,2019/08/17,23
7051,479.56388889999994,2019/08/17,19
7044,4847.7715880000005,2019/08/17,12
7032,0.0,2019/08/17,00
7042,3178.725,2019/08/17,10
7033,0.0,2019/08/17,01
7034,0.0,2019/08/17,02
7035,0.0,2019/08/17,03
7036,0.0,2019/08/17,04
7043,4841.122222,2019/08/17,11
7038,0.0,2019/08/17,06
7039,299.0027778,2019/08/17,07
7040,1634.630556,2019/08/17,08
7041,2453.6166670000002,2019/08/17,09
7037,0.0,2019/08/17,05
7070,7654.153203,2019/08/18,14
7079,0.0,2019/08/18,23
7078,0.0,2019/08/18,22
7077,0.0,2019/08/18,21
7076,0.0,2019/08/18,20
7075,601.0527778,2019/08/18,19
7074,1644.164345,2019/08/18,18
7073,4500.447222,2019/08/18,17
7072,6200.388889,2019/08/18,16
7071,5277.977778,2019/08/18,15
7069,7815.85,2019/08/18,13
7068,7515.211111,2019/08/18,12
7056,0.0,2019/08/18,00
7067,6913.7353760000005,2019/08/18,11
7057,0.0,2019/08/18,01
7058,0.0,2019/08/18,02
7060,0.0,2019/08/18,04
7061,0.0,2019/08/18,05
7059,0.0,2019/08/18,03
7063,594.925,2019/08/18,07
7064,2372.563889,2019/08/18,08
7065,4253.797222,2019/08/18,09
7066,5791.555556,2019/08/18,10
7062,0.0,2019/08/18,06
7097,1150.975,2019/08/19,17
7094,3264.744444,2019/08/19,14
7095,998.825,2019/08/19,15
7096,1297.9860720000001,2019/08/19,16
7098,156.7166667,2019/08/19,18
7093,3759.2305560000004,2019/08/19,13
7100,0.0,2019/08/19,20
7101,0.0,2019/08/19,21
7102,0.0,2019/08/19,22
7103,0.0,2019/08/19,23
7099,0.0,2019/08/19,19
7092,2987.286111,2019/08/19,12
7080,0.0,2019/08/19,00
7090,3107.5654600000003,2019/08/19,10
7089,2093.644444,2019/08/19,09
7088,1114.866667,2019/08/19,08
7087,211.23611110000002,2019/08/19,07
7086,0.0,2019/08/19,06
7085,0.0,2019/08/19,05
7084,0.0,2019/08/19,04
7083,0.0,2019/08/19,03
7082,0.0,2019/08/19,02
7081,0.0,2019/08/19,01
7091,3954.941667,2019/08/19,11
7118,1287.7194439999998,2019/08/20,14
7119,926.7833332999999,2019/08/20,15
7120,859.7527777999999,2019/08/20,16
7121,405.55,2019/08/20,17
7122,0.0,2019/08/20,18
7127,0.0,2019/08/20,23
7124,0.0,2019/08/20,20
7125,0.0,2019/08/20,21
7126,0.0,2019/08/20,22
7117,1631.661111,2019/08/20,13
7123,0.0,2019/08/20,19
7116,1762.313889,2019/08/20,12
7104,0.0,2019/08/20,00
7114,1549.761111,2019/08/20,10
7105,0.0,2019/08/20,01
7106,0.0,2019/08/20,02
7107,0.0,2019/08/20,03
7108,0.0,2019/08/20,04
7115,2255.16156,2019/08/20,11
7110,0.0,2019/08/20,06
7111,0.0,2019/08/20,07
7112,110.43333329999999,2019/08/20,08
7113,865.85,2019/08/20,09
7109,0.0,2019/08/20,05
7141,8882.754875,2019/08/21,13
7150,0.0,2019/08/21,22
7149,0.0,2019/08/21,21
7148,0.0,2019/08/21,20
7147,369.1977716,2019/08/21,19
7146,2246.972222,2019/08/21,18
7145,3184.3833329999998,2019/08/21,17
7144,5581.348189,2019/08/21,16
7143,7732.763889,2019/08/21,15
7142,8649.547222,2019/08/21,14
7151,0.0,2019/08/21,23
7140,8548.008333,2019/08/21,12
7138,6371.769444,2019/08/21,10
7139,7480.752778,2019/08/21,11
7128,0.0,2019/08/21,00
7129,0.0,2019/08/21,01
7131,0.0,2019/08/21,03
7132,0.0,2019/08/21,04
7130,0.0,2019/08/21,02
7134,0.0,2019/08/21,06
7135,781.125,2019/08/21,07
7136,1386.259053,2019/08/21,08
7137,4152.283332999999,2019/08/21,09
7133,0.0,2019/08/21,05
7169,4764.280556000001,2019/08/22,17
7166,6013.097222,2019/08/22,14
7167,6801.724234,2019/08/22,15
7168,6417.052778,2019/08/22,16
7170,2801.419444,2019/08/22,18
7165,4089.743733,2019/08/22,13
7172,0.0,2019/08/22,20
7173,0.0,2019/08/22,21
7174,0.0,2019/08/22,22
7175,0.0,2019/08/22,23
7171,874.2555556,2019/08/22,19
7164,4647.908332999999,2019/08/22,12
7163,3385.277778,2019/08/22,11
7162,3854.338889,2019/08/22,10
7161,2634.113889,2019/08/22,09
7160,1514.308333,2019/08/22,08
7159,654.8272981,2019/08/22,07
7158,0.0,2019/08/22,06
7157,0.0,2019/08/22,05
7156,0.0,2019/08/22,04
7155,0.0,2019/08/22,03
7154,0.0,2019/08/22,02
7153,0.0,2019/08/22,01
7152,0.0,2019/08/22,00
7190,5019.077778,2019/08/23,14
7191,6107.988889,2019/08/23,15
7192,5888.284122999999,2019/08/23,16
7193,4582.080556,2019/08/23,17
7194,2654.052778,2019/08/23,18
7199,0.0,2019/08/23,23
7196,0.0,2019/08/23,20
7197,0.0,2019/08/23,21
7198,0.0,2019/08/23,22
7189,4799.325,2019/08/23,13
7195,804.1169916,2019/08/23,19
7188,5225.860724,2019/08/23,12
7187,4366.552778,2019/08/23,11
7186,3157.961111,2019/08/23,10
7177,0.0,2019/08/23,01
7178,0.0,2019/08/23,02
7179,0.0,2019/08/23,03
7180,0.0,2019/08/23,04
7176,0.0,2019/08/23,00
7182,0.0,2019/08/23,06
7183,0.0,2019/08/23,07
7184,902.2361110999999,2019/08/23,08
7185,1640.9527779999999,2019/08/23,09
7181,0.0,2019/08/23,05
7213,7739.386111,2019/08/24,13
7222,0.0,2019/08/24,22
7221,0.0,2019/08/24,21
7220,0.0,2019/08/24,20
7219,737.4916667,2019/08/24,19
7218,2457.286908,2019/08/24,18
7217,4301.944444,2019/08/24,17
7216,5905.719443999999,2019/08/24,16
7215,6935.358333,2019/08/24,15
7214,7525.2646239999995,2019/08/24,14
7212,7230.097222,2019/08/24,12
7223,0.0,2019/08/24,23
7210,4396.855556,2019/08/24,10
7200,0.0,2019/08/24,00
7201,0.0,2019/08/24,01
7202,0.0,2019/08/24,02
7203,0.0,2019/08/24,03
7204,0.0,2019/08/24,04
7211,4585.127778,2019/08/24,11
7206,0.0,2019/08/24,06
7207,95.33611111,2019/08/24,07
7208,1484.302778,2019/08/24,08
7209,2676.662953,2019/08/24,09
7205,0.0,2019/08/24,05
7237,7799.612813,2019/08/25,13
7246,0.0,2019/08/25,22
7245,0.0,2019/08/25,21
7244,0.0,2019/08/25,20
7243,734.1253482000001,2019/08/25,19
7242,2504.754875,2019/08/25,18
7241,4224.161111,2019/08/25,17
7240,5833.655556000001,2019/08/25,16
7239,6929.0,2019/08/25,15
7238,7548.869444,2019/08/25,14
7236,7475.847222,2019/08/25,12
7247,0.0,2019/08/25,23
7234,5540.649025,2019/08/25,10
7224,0.0,2019/08/25,00
7225,0.0,2019/08/25,01
7226,0.0,2019/08/25,02
7227,0.0,2019/08/25,03
7228,0.0,2019/08/25,04
7235,6772.597222,2019/08/25,11
7230,0.0,2019/08/25,06
7231,337.5444444,2019/08/25,07
7232,1624.666667,2019/08/25,08
7233,3455.675,2019/08/25,09
7229,0.0,2019/08/25,05
7261,7641.141667,2019/08/26,13
7262,7549.144847,2019/08/26,14
7263,6951.955556,2019/08/26,15
7264,5861.330556,2019/08/26,16
7265,4343.330556,2019/08/26,17
7267,727.1722222,2019/08/26,19
7268,0.0,2019/08/26,20
7269,0.0,2019/08/26,21
7270,0.0,2019/08/26,22
7260,7399.747222,2019/08/26,12
7266,2545.527778,2019/08/26,18
7271,0.0,2019/08/26,23
7259,6740.916667,2019/08/26,11
7257,4009.2089140000003,2019/08/26,09
7256,2095.927778,2019/08/26,08
7255,399.8833333,2019/08/26,07
7254,0.0,2019/08/26,06
7253,0.0,2019/08/26,05
7252,0.0,2019/08/26,04
7251,0.0,2019/08/26,03
7250,0.0,2019/08/26,02
7249,0.0,2019/08/26,01
7248,0.0,2019/08/26,00
7258,5618.341667000001,2019/08/26,10
7286,7219.55,2019/08/27,14
7287,6345.919444,2019/08/27,15
7288,5148.797222,2019/08/27,16
7289,3667.891365,2019/08/27,17
7285,7251.406684999999,2019/08/27,13
7291,349.44444439999995,2019/08/27,19
7292,0.0,2019/08/27,20
7293,0.0,2019/08/27,21
7294,0.0,2019/08/27,22
7290,1595.183333,2019/08/27,18
7284,6921.85,2019/08/27,12
7295,0.0,2019/08/27,23
7282,5065.192201,2019/08/27,10
7272,0.0,2019/08/27,00
7273,0.0,2019/08/27,01
7274,0.0,2019/08/27,02
7275,0.0,2019/08/27,03
7276,0.0,2019/08/27,04
7283,6323.475,2019/08/27,11
7278,0.0,2019/08/27,06
7279,381.9916667,2019/08/27,07
7280,2032.661111,2019/08/27,08
7281,3636.0555560000003,2019/08/27,09
7277,0.0,2019/08/27,05
7318,0.0,2019/08/28,22
7317,0.0,2019/08/28,21
7316,0.0,2019/08/28,20
7315,504.8888888999999,2019/08/28,19
7314,1874.35,2019/08/28,18
7313,3809.657382,2019/08/28,17
7312,5506.808333,2019/08/28,16
7311,6559.55,2019/08/28,15
7310,6920.657381999999,2019/08/28,14
7309,7329.941667,2019/08/28,13
7308,7157.072222,2019/08/28,12
7319,0.0,2019/08/28,23
7306,4700.783332999999,2019/08/28,10
7296,0.0,2019/08/28,00
7297,0.0,2019/08/28,01
7298,0.0,2019/08/28,02
7299,0.0,2019/08/28,03
7300,0.0,2019/08/28,04
7307,6211.481894,2019/08/28,11
7302,0.0,2019/08/28,06
7303,28.77777778,2019/08/28,07
7304,964.0472222000001,2019/08/28,08
7305,2032.3194440000002,2019/08/28,09
7301,0.0,2019/08/28,05
7333,7838.108333,2019/08/29,13
7334,7445.885794,2019/08/29,14
7335,6964.111111,2019/08/29,15
7336,5600.711111,2019/08/29,16
7337,3211.6657379999997,2019/08/29,17
7339,542.2277778,2019/08/29,19
7340,0.0,2019/08/29,20
7341,0.0,2019/08/29,21
7342,0.0,2019/08/29,22
7332,7093.690807999999,2019/08/29,12
7338,2110.472222,2019/08/29,18
7343,0.0,2019/08/29,23
7331,6242.755556,2019/08/29,11
7329,3785.2583329999998,2019/08/29,09
7330,3433.475,2019/08/29,10
7320,0.0,2019/08/29,00
7321,0.0,2019/08/29,01
7322,0.0,2019/08/29,02
7323,0.0,2019/08/29,03
7325,0.0,2019/08/29,05
7326,0.0,2019/08/29,06
7327,16.875,2019/08/29,07
7328,1762.54039,2019/08/29,08
7324,0.0,2019/08/29,04
7367,0.0,2019/08/30,23
7357,7502.177778,2019/08/30,13
7358,7364.369444,2019/08/30,14
7359,6768.125,2019/08/30,15
7360,5654.142061,2019/08/30,16
7363,127.99444440000002,2019/08/30,19
7362,1185.8969359999999,2019/08/30,18
7364,0.0,2019/08/30,20
7365,0.0,2019/08/30,21
7356,7122.253481999999,2019/08/30,12
7361,4091.216667,2019/08/30,17
7366,0.0,2019/08/30,22
7355,6367.558333,2019/08/30,11
7353,3528.2701950000005,2019/08/30,09
7344,0.0,2019/08/30,00
7345,0.0,2019/08/30,01
7346,0.0,2019/08/30,02
7347,0.0,2019/08/30,03
7354,5145.077778,2019/08/30,10
7349,0.0,2019/08/30,05
7350,0.0,2019/08/30,06
7351,307.075,2019/08/30,07
7352,1792.252778,2019/08/30,08
7348,0.0,2019/08/30,04
7381,7264.977715999999,2019/08/31,13
7390,0.0,2019/08/31,22
7389,0.0,2019/08/31,21
